Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
321,29.0,0.0,0.0,93.0,1.0,93.0,138227.0,0.0,30.61100000000003,0.0,0.0,25329.37294983864,,,,,,,,,,,,,,,,,,,,,11.18382067750861,8.885496919275802,29.60050518217387,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,29.0,0.0,0.0,606.0,2.0,513.0,138740.0,0.0,446.0,0.0,0.0,25364.73694753647,,,,,,,,,,,,,,,,,,,,,193.1607572619838,96.44556979806492,347.255787311914,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,29.0,0.0,0.0,1113.0,3.0,507.0,139247.0,0.0,432.8000000000002,0.0,0.0,25399.78962826729,,,,,,,,,,,,,,,,,,,,,183.2128955940421,96.50957547148461,340.25131324706797,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,29.0,0.0,0.0,1584.0,4.0,471.0,139718.0,0.0,356.59999999999985,0.0,0.0,25432.19464969635,,,,,,,,,,,,,,,,,,,,,159.61078131697275,79.49844682775807,281.70502702673264,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,29.0,0.0,0.0,2039.0,5.0,455.0,140173.0,0.0,388.804,0.0,0.0,25463.563143491745,,,,,,,,,,,,,,,,,,,,,167.29064093113078,92.05540759914673,312.99975813446974,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,29.0,0.0,0.0,2514.0,6.0,475.0,140648.0,0.0,393.50800000000015,0.0,0.0,25496.304700613022,,,,,,,,,,,,,,,,,,,,,165.7234686120383,95.34435682501766,315.10445686614776,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,29.0,0.0,0.0,3045.0,7.0,531.0,141179.0,0.0,423.5,0.0,0.0,25532.62734079361,,,,,,,,,,,,,,,,,,,,,173.6222486921517,90.96257069426616,331.63822416863604,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,29.0,0.0,0.0,3530.0,8.0,485.0,141664.0,0.0,401.2,0.0,0.0,25566.15297627449,,,,,,,,,,,,,,,,,,,,,171.85752378204793,93.81286863339308,318.16726823394066,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,29.0,0.0,0.0,4022.0,9.0,492.0,142156.0,0.0,440.0,0.0,0.0,25599.805963754654,,,,,,,,,,,,,,,,,,,,,193.38591550291224,100.53647868870809,345.1993289014684,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,29.0,0.0,0.0,4417.0,10.0,395.0,142551.0,0.0,337.106,0.0,0.0,25627.101657629013,,,,,,,,,,,,,,,,,,,,,142.65987691180626,85.65522652851382,281.03638500484135,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,30.0,0.0,0.0,0.0,0.0,522.0,143073.0,0.0,459.0,0.0,0.0,26222.617122888565,,,,,,,,,15.908056,1.352125,19.11201,14.423304,,,,,219.52553,126.13564,618.0634,37.11977,202.3373902722919,103.99334898953676,353.7336158937573,0.5,0.18731095,0.0,0.18731095,0.18731095,-2.3018189455682532e-17,1.0,6.503369474007145,-7.288167142365066,346.6678,49.937202,396.2726,-19.450634,15.950002,1.3280284,19.084892,14.48258,-0.039656945,0.025623122,0.030164273,-0.057402603,340.46148543273887,71.0181295082833,390.74612934845396,-2.5696144137951356,0.35958573,0.0,0.35958573,0.35958573,1.2455332,3.8527944,380.4181,1.5751992e-08,1.0090958,0.111802176,1.2,0.8
332,30.0,0.0,0.0,42.0,1.0,42.0,143115.0,0.0,22.006000000000014,0.0,0.0,26254.880620002747,,,,,,,,,,,,,,,,,,,,,8.110855007396587,6.790867838927667,21.68703112081016,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,30.0,0.0,0.0,520.0,2.0,478.0,143593.0,0.0,407.4,0.0,0.0,26287.803940296173,,,,,,,,,,,,,,,,,,,,,176.01536009252553,91.27946217816019,323.5882461218943,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,30.0,0.0,0.0,1042.0,3.0,522.0,144115.0,0.0,413.5,0.0,0.0,26323.76499891281,,,,,,,,,,,,,,,,,,,,,179.3427188968364,94.2081018984343,320.20330403989135,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,30.0,0.0,0.0,1546.0,4.0,504.0,144619.0,0.0,392.0999999999999,0.0,0.0,26358.549880743027,,,,,,,,,,,,,,,,,,,,,168.04125461603041,90.24928607340658,307.7149225961169,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,30.0,0.0,0.0,2015.0,5.0,469.0,145088.0,0.0,379.404,0.0,0.0,26390.5214240551,,,,,,,,,,,,,,,,,,,,,164.51243314324523,92.70399152050308,302.75314176839913,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,30.0,0.0,0.0,2393.0,6.0,378.0,145466.0,0.0,274.3299999999999,0.0,0.0,26416.680218219757,,,,,,,,,,,,,,,,,,,,,99.78523030343617,74.32230037457106,236.84803097627736,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,30.0,0.0,0.0,2903.0,7.0,510.0,145976.0,0.0,443.5,0.0,0.0,26451.558736801147,,,,,,,,,,,,,,,,,,,,,189.08260092062733,99.40128830218268,347.4152888192991,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,30.0,0.0,0.0,3393.0,8.0,490.0,146466.0,0.0,417.0,0.0,0.0,26485.63205242157,,,,,,,,,,,,,,,,,,,,,176.80685790107754,97.94391399944963,330.6953349634354,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,30.0,0.0,0.0,3925.0,9.0,532.0,146998.0,0.0,437.5,0.0,0.0,26522.23170375824,,,,,,,,,,,,,,,,,,,,,189.13501035018322,97.8716662393511,337.2173918855879,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,30.0,0.0,0.0,4233.0,10.0,308.0,147306.0,0.0,233.30699999999993,0.0,0.0,26543.501397371292,,,,,,,,,,,,,,,,,,,,,98.87157583438561,63.196024271575816,203.05761225526447,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,30.0,0.0,0.0,4734.0,11.0,501.0,147807.0,0.0,453.0,0.0,0.0,26578.101455926895,,,,,,,,,,,,,,,,,,,,,198.6931279969273,101.95989325816464,353.80855142496415,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,31.0,0.0,0.0,0.0,0.0,28.0,147835.0,0.0,13.104999999999995,0.0,0.0,27052.73649954796,,,,,,,,,16.756561,2.0163918,20.931849,14.228549,,,,,224.98521,132.48744,653.93066,38.374493,3.7985687474774346,4.0894497077778125,13.011651726797432,0.001,0.17217836,0.0,0.17217836,0.17217836,1.3428989126083371e-17,0.9999999999999999,8.023333675228066,-6.967417240109105,353.03003,55.148823,397.47647,-36.39965,16.783724,1.9859802,20.879902,14.278685,-0.025143126,0.032290097,0.0548499,-0.048705313,345.55427630154685,77.33956777565434,400.25408300397737,-13.06642512192634,0.4709469,0.0,0.4709469,0.4709469,1.184153,2.3667355,134.17682,1.1844188e-08,1.0020908,0.1121091,1.2,0.8
344,31.0,0.0,0.0,520.0,1.0,520.0,148355.0,0.0,449.0,0.0,0.0,27095.113901138306,,,,,,,,,,,,,,,,,,,,,187.48698039636713,100.60332757289488,351.85862882271135,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,31.0,0.0,0.0,1002.0,2.0,482.0,148837.0,0.0,355.91499999999974,0.0,0.0,27128.42325949669,,,,,,,,,,,,,,,,,,,,,161.16936481193926,72.42210577625373,278.5098760366822,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,31.0,0.0,0.0,1503.0,3.0,501.0,149338.0,0.0,416.0,0.0,0.0,27162.72814130783,,,,,,,,,,,,,,,,,,,,,180.70128931748008,90.66634198494674,325.79444850044337,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,31.0,0.0,0.0,1988.0,4.0,485.0,149823.0,0.0,435.5,0.0,0.0,27196.11930179596,,,,,,,,,,,,,,,,,,,,,184.2476433104094,99.80075783352882,346.4863793738251,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,31.0,0.0,0.0,2464.0,5.0,476.0,150299.0,0.0,361.59999999999985,0.0,0.0,27228.7786962986,,,,,,,,,,,,,,,,,,,,,161.89480681682014,79.73857294602784,284.82289485004384,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,31.0,0.0,0.0,2953.0,6.0,489.0,150788.0,0.0,449.0,0.0,0.0,27262.480798959732,,,,,,,,,,,,,,,,,,,,,196.77361092368847,99.93295307426972,353.1308350934095,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,31.0,0.0,0.0,3448.0,7.0,495.0,151283.0,0.0,451.5,0.0,0.0,27296.823620080948,,,,,,,,,,,,,,,,,,,,,195.25001152497353,104.5825910679912,355.2064507458836,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,31.0,0.0,0.0,3979.0,8.0,531.0,151814.0,0.0,455.0,0.0,0.0,27333.204302310944,,,,,,,,,,,,,,,,,,,,,192.81364331466543,104.40130057014767,352.9689243242364,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,31.0,0.0,0.0,4481.0,9.0,502.0,152316.0,0.0,442.5,0.0,0.0,27367.85090446472,,,,,,,,,,,,,,,,,,,,,196.0590711360057,98.7297750068169,344.4227690587837,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,32.0,0.0,0.0,0.0,0.0,328.0,152644.0,0.0,214.50599999999991,0.0,0.0,27913.533593654633,,,,,,,,,19.120989,1.7003295,22.995667,17.410418,,,,,202.62952,118.27644,625.9782,31.347275,93.38568236225865,55.90120335831546,184.0595557409202,0.001,0.16977343,0.0,0.16977343,0.16977343,-5.91010801214473e-18,1.0,7.4228257679804575,-6.777561821842754,355.3353,50.119457,416.3297,-128.3202,19.148294,1.672931,22.95274,17.458086,-0.025389453,0.028269684,0.045416616,-0.047075905,350.3193537998175,65.10621054863137,412.604181768043,-7.922190839265305,0.4261198,0.0,0.4261198,0.4261198,1.1632382,2.4925506,170.94147,1.00543325e-08,0.99739236,0.10945923,1.2,0.8
354,32.0,0.0,0.0,507.0,1.0,507.0,153151.0,0.0,424.0,0.0,0.0,27970.375241994858,,,,,,,,,,,,,,,,,,,,,179.2963263136494,90.91318607821631,333.4301927517311,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,32.0,0.0,0.0,993.0,2.0,486.0,153637.0,0.0,407.3000000000005,0.0,0.0,28003.67312860489,,,,,,,,,,,,,,,,,,,,,170.69884133876644,97.2972825713134,324.6650281374969,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,32.0,0.0,0.0,1162.0,3.0,169.0,153806.0,0.0,88.30299999999974,0.0,0.0,28016.048997163773,,,,,,,,,,,,,,,,,,,,,33.45403013302338,23.727562104018002,82.73200090842744,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,32.0,0.0,0.0,1276.0,4.0,114.0,153920.0,0.0,65.709,0.0,0.0,28024.136231660843,,,,,,,,,,,,,,,,,,,,,25.326806325103533,19.10190657705599,62.884628707645845,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,32.0,0.0,0.0,1765.0,5.0,489.0,154409.0,0.0,416.5,0.0,0.0,28057.594108581543,,,,,,,,,,,,,,,,,,,,,175.69927074627478,94.28564686359906,330.9139705756472,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,32.0,0.0,0.0,2282.0,6.0,517.0,154926.0,0.0,492.5,0.0,0.0,28093.41483092308,,,,,,,,,,,,,,,,,,,,,208.34810147695885,112.58184299248428,385.1692007371492,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,32.0,0.0,0.0,2779.0,7.0,497.0,155423.0,0.0,416.5,0.0,0.0,28127.474999189377,,,,,,,,,,,,,,,,,,,,,167.4187178300469,96.31604996234337,333.62652376222894,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,32.0,0.0,0.0,3278.0,8.0,499.0,155922.0,0.0,446.5,0.0,0.0,28161.852287769318,,,,,,,,,,,,,,,,,,,,,190.47955495955983,102.94609788677333,351.8025045797591,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,32.0,0.0,0.0,3800.0,9.0,522.0,156444.0,0.0,449.5,0.0,0.0,28197.910918712616,,,,,,,,,,,,,,,,,,,,,190.8514465560837,96.73699238580892,350.2257706683927,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,32.0,0.0,0.0,4302.0,10.0,502.0,156946.0,0.0,403.80000000000007,0.0,0.0,28232.52041888237,,,,,,,,,,,,,,,,,,,,,168.50536032144166,93.25697410686455,319.52983895759377,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,33.0,0.0,0.0,0.0,0.0,490.0,157436.0,0.0,418.6,0.0,0.0,28774.024742603302,,,,,,,,,18.981218,1.498354,22.348133,17.175411,,,,,210.5526,130.38353,630.47485,30.658327,183.95967816473626,96.93400076609905,328.78854624552474,1.0,0.14578983,0.0,0.14578983,0.14578983,-1.7793223766947417e-17,0.9999999999999999,4.336601875706933,-7.160502378144814,358.8936,37.4266,424.7637,69.57572,19.008423,1.47396,22.310577,17.221857,-0.02553688,0.025493737,0.039692182,-0.04498333,351.3174210429576,63.67524807531482,415.0803040770437,0.0010000000000047748,0.4832127,0.0,0.4832127,0.4832127,1.3243726,7.9520206,886.1483,1.0005835e-08,1.0059693,0.10817365,1.2,0.8
365,33.0,0.0,0.0,480.0,1.0,480.0,157916.0,0.0,412.5,0.0,0.0,28841.76686811447,,,,,,,,,,,,,,,,,,,,,173.29790788839483,92.15223131895537,329.64665086443455,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,33.0,0.0,0.0,928.0,2.0,448.0,158364.0,0.0,359.11400000000003,0.0,0.0,28872.5670170784,,,,,,,,,,,,,,,,,,,,,167.69726688754554,84.92052913529568,284.2698943287084,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,33.0,0.0,0.0,1423.0,3.0,495.0,158859.0,0.0,401.5,0.0,0.0,28906.768529176712,,,,,,,,,,,,,,,,,,,,,172.93594744504776,93.21321306462583,316.2129189336346,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,33.0,0.0,0.0,1921.0,4.0,498.0,159357.0,0.0,415.0,0.0,0.0,28941.026589393616,,,,,,,,,,,,,,,,,,,,,178.15122802306075,97.65998210861788,326.6072957402559,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,33.0,0.0,0.0,1973.0,5.0,52.0,159409.0,0.0,39.50599999999999,0.0,0.0,28944.943971395493,,,,,,,,,,,,,,,,,,,,,15.268407269873222,12.866220233003725,38.750793615582175,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,33.0,0.0,0.0,2450.0,6.0,477.0,159886.0,0.0,402.0,0.0,0.0,28977.750027418137,,,,,,,,,,,,,,,,,,,,,175.30800273478772,95.28742154393602,318.69677947498104,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,33.0,0.0,0.0,2951.0,7.0,501.0,160387.0,0.0,445.0,0.0,0.0,29012.000770807266,,,,,,,,,,,,,,,,,,,,,185.78372137473713,101.4828666203605,352.27463022147776,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,33.0,0.0,0.0,3443.0,8.0,492.0,160879.0,0.0,417.106,0.0,0.0,29046.09736919403,,,,,,,,,,,,,,,,,,,,,175.0999471318685,98.55312726353348,331.28811412524556,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,33.0,0.0,0.0,3963.0,9.0,520.0,161399.0,0.0,443.5,0.0,0.0,29081.957576036453,,,,,,,,,,,,,,,,,,,,,193.37140273769032,97.0215029263234,343.2901607371383,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,33.0,0.0,0.0,4474.0,10.0,511.0,161910.0,0.0,426.5,0.0,0.0,29117.156902074814,,,,,,,,,,,,,,,,,,,,,187.09560536410223,93.37967612793761,331.2253710299735,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,33.0,0.0,0.0,4965.0,11.0,491.0,162401.0,0.0,402.9000000000003,0.0,0.0,29150.98211836815,,,,,,,,,,,,,,,,,,,,,173.46313277882237,94.61776152357288,318.0476494550534,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,34.0,0.0,0.0,510.0,1.0,510.0,162911.0,0.0,456.5,0.0,0.0,29790.34387898445,,,,,,,,,,,,,,,,,,,,,199.74623915120745,102.28367568440711,354.9844024353193,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,34.0,0.0,0.0,546.0,2.0,36.0,162947.0,0.0,17.80600000000002,0.0,0.0,29793.014560461044,,,,,,,,,,,,,,,,,,,,,5.155663175997192,5.57772916709845,17.638034159823928,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,34.0,0.0,0.0,1044.0,3.0,498.0,163445.0,0.0,423.0,0.0,0.0,29827.261374235153,,,,,,,,,,,,,,,,,,,,,185.87104253002235,93.04479168631485,330.7669878078567,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,34.0,0.0,0.0,1513.0,4.0,469.0,163914.0,0.0,373.205,0.0,0.0,29859.328100919724,,,,,,,,,,,,,,,,,,,,,159.31396626700518,90.01638981764495,298.78553535613065,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,34.0,0.0,0.0,1573.0,5.0,60.0,163974.0,0.0,40.20899999999999,0.0,0.0,29863.754150867462,,,,,,,,,,,,,,,,,,,,,14.853993461797835,13.185452198541116,39.35711750980195,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,34.0,0.0,0.0,2019.0,6.0,446.0,164420.0,0.0,364.90400000000034,0.0,0.0,29894.74753522873,,,,,,,,,,,,,,,,,,,,,151.71661844532164,88.74290755398414,297.535924097484,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,34.0,0.0,0.0,2504.0,7.0,485.0,164905.0,0.0,433.5,0.0,0.0,29927.963928222656,,,,,,,,,,,,,,,,,,,,,183.58639793659876,98.11581421074702,344.8054024031524,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,34.0,0.0,0.0,2976.0,8.0,472.0,165377.0,0.0,401.2000000000003,0.0,0.0,29960.477596521378,,,,,,,,,,,,,,,,,,,,,172.4094472517625,89.19963297951948,320.1428837809489,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,34.0,0.0,0.0,3471.0,9.0,495.0,165872.0,0.0,419.0,0.0,0.0,29994.490535497665,,,,,,,,,,,,,,,,,,,,,180.17109278802766,93.92948547444365,330.14545452445054,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,34.0,0.0,0.0,3972.0,10.0,501.0,166373.0,0.0,436.2000000000003,0.0,0.0,30028.93306660652,,,,,,,,,,,,,,,,,,,,,189.44694990238787,96.64193065196547,341.6287068057091,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,34.0,0.0,0.0,4490.0,11.0,518.0,166891.0,0.0,412.0999999999999,0.0,0.0,30064.409074544907,,,,,,,,,,,,,,,,,,,,,181.71292223327103,91.90498196316784,318.290997280446,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,34.0,0.0,0.0,4780.0,12.0,290.0,167181.0,0.0,237.60299999999998,0.0,0.0,30084.473207473755,,,,,,,,,,,,,,,,,,,,,106.99547376095424,64.35321497096757,206.78109370302633,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,35.0,0.0,0.0,0.0,0.0,25.0,167206.0,0.0,10.304999999999994,0.0,0.0,30541.148281812668,,,,,,,,,20.866253,1.6691959,24.511303,18.805729,,,,,214.82233,119.893974,578.8803,37.96031,2.641570233926357,3.1893167838044896,10.24920995410595,0.001,0.21547252,0.0,0.21547252,0.21547252,-2.0702597920169412e-17,1.0,6.7937373602352045,-6.440178721508768,359.5862,64.815254,423.03284,-72.79842,20.904154,1.6443715,24.480074,18.86414,-0.035428677,0.02638845,0.03407205,-0.056257367,350.593250567253,82.9265686121146,418.66737544712834,-23.916669367727344,0.4172152,0.0,0.4172152,0.4172152,1.6565673,39.035866,4578.797,1.00049e-08,1.0037527,0.11360937,1.2,0.8
389,35.0,0.0,0.0,508.0,1.0,508.0,167714.0,0.0,406.0,0.0,0.0,30608.01611495018,,,,,,,,,,,,,,,,,,,,,176.1498398086057,90.23312596323163,316.83271409131976,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,35.0,0.0,0.0,530.0,2.0,22.0,167736.0,0.0,10.405999999999995,0.0,0.0,30609.895008802414,,,,,,,,,,,,,,,,,,,,,2.8496409660450315,3.3973193551650236,10.353661560307316,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,35.0,0.0,0.0,1028.0,3.0,498.0,168234.0,0.0,418.0,0.0,0.0,30643.974240541458,,,,,,,,,,,,,,,,,,,,,184.5260911116501,92.0591644298059,326.4324390654637,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,35.0,0.0,0.0,1519.0,4.0,491.0,168725.0,0.0,400.59999999999997,0.0,0.0,30677.818492889404,,,,,,,,,,,,,,,,,,,,,170.02169302249035,89.79847327291276,317.4367855114686,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,35.0,0.0,0.0,2006.0,5.0,487.0,169212.0,0.0,431.0,0.0,0.0,30711.370296239853,,,,,,,,,,,,,,,,,,,,,184.39173796359523,99.7159239389183,341.54276637810693,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,35.0,0.0,0.0,2440.0,6.0,434.0,169646.0,0.0,358.20400000000006,0.0,0.0,30741.345433950424,,,,,,,,,,,,,,,,,,,,,154.8026732321501,85.42799493419503,291.3109507680149,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,35.0,0.0,0.0,2948.0,7.0,508.0,170154.0,0.0,427.5,0.0,0.0,30776.953684806824,,,,,,,,,,,,,,,,,,,,,178.48684696835684,95.11816087689436,337.16584758766186,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,35.0,0.0,0.0,3352.0,8.0,404.0,170558.0,0.0,363.40599999999995,0.0,0.0,30804.633481502533,,,,,,,,,,,,,,,,,,,,,154.49488248008132,87.54141779344025,301.29135883688394,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,35.0,0.0,0.0,3871.0,9.0,519.0,171077.0,0.0,449.5,0.0,0.0,30840.255653381348,,,,,,,,,,,,,,,,,,,,,193.9249391338139,99.319526793016,349.20215874829887,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,35.0,0.0,0.0,4365.0,10.0,494.0,171571.0,0.0,383.39999999999986,0.0,0.0,30874.262326478958,,,,,,,,,,,,,,,,,,,,,167.03373645798706,87.50628336792381,301.1865207104649,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,36.0,0.0,0.0,0.0,0.0,505.0,172076.0,0.0,400.29999999999984,0.0,0.0,31432.270976781845,,,,,,,,,18.611895,0.98926616,20.854303,17.366957,,,,,202.58682,126.630844,630.0908,33.367733,177.44143848975057,86.43917403043113,311.00307663931534,1.0,0.20383899,0.0,0.20383899,0.20383899,2.4803339851995282e-17,1.0,6.734661092665179,-7.059849287143434,366.9849,47.467533,426.52454,-37.651455,18.643444,0.969053,20.835108,17.41603,-0.029151112,0.02111662,0.021889174,-0.047234703,360.2714996676975,68.65929888547878,414.1177068808063,-7.936681085843221,0.36053753,0.0,0.36053753,0.36053753,1.1073327,1.3761232,80.6911,1.0050631e-08,1.0033723,0.11087313,1.2,0.8
400,36.0,0.0,0.0,505.0,1.0,505.0,172581.0,0.0,419.0,0.0,0.0,31482.00478720665,,,,,,,,,,,,,,,,,,,,,180.13661662703484,96.15059996126556,328.3593679713184,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,36.0,0.0,0.0,527.0,2.0,22.0,172603.0,0.0,9.905999999999995,0.0,0.0,31484.00733447075,,,,,,,,,,,,,,,,,,,,,2.6684578767255775,3.1844685866394076,9.857151077789828,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,36.0,0.0,0.0,1013.0,3.0,486.0,173089.0,0.0,442.5,0.0,0.0,31517.355869054794,,,,,,,,,,,,,,,,,,,,,189.9646808679468,100.18677592457612,350.5276927909687,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,36.0,0.0,0.0,1507.0,4.0,494.0,173583.0,0.0,434.0,0.0,0.0,31551.3314204216,,,,,,,,,,,,,,,,,,,,,183.99114441782157,94.901601985236,343.4518264840801,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,36.0,0.0,0.0,1983.0,5.0,476.0,174059.0,0.0,365.4000000000004,0.0,0.0,31584.283181905746,,,,,,,,,,,,,,,,,,,,,162.84066815512426,84.20422914666399,288.17601797613685,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
